name,time,priority,efficiency
uav16,4.42,2.058665529595523,0.9181814045099741
uav13,4.87,5.323024057069697,0.9035490098110702
uav1,5.023,2.716220365204762,0.9104894536079436
uav18,5.365,2.5574496489074656,0.9250753343093195
uav11,5.547,3.874015724423402,0.9320730398985303
uav33,6.453,3.665500890821704,0.7411681340799312
uav32,6.7780000000000005,3.1277375339932867,0.8916380421711777
uav30,8.137,3.4083029558314744,0.753687906087048
uav27,9.555,4.776608641214593,0.8236522255928974
uav24,9.904,5.642647141651187,0.8065063871476993
uav41,11.878,3.924191387680915,0.9540819175801801
uav21,12.84,2.662760282027129,0.9533776161606274
uav15,16.997,3.4921678164666643,0.9680464997351683
uav34,20.971,3.3741300147397606,0.9781958882794705
uav8,22.935,3.3555110035472184,0.975164273794305
uav20,23.596,1.4986067141089365,0.8764384705095766
uav38,28.061,4.560897147623738,0.9770594214212087
uav5,28.334,2.292227483644572,0.9640617503987279
uav29,29.137,5.187037319441405,0.925407322676092
uav14,29.685,4.1626209018667515,0.9840999834214993
uav4,29.916,5.067259565965873,0.9691881419927768
uav3,30.188,4.134976756953245,0.8964398358019453
uav39,31.085,2.954447153152554,0.9813294732198395
uav7,31.442,2.167942346060702,0.9779883602571084
uav17,32.225,3.9473592228318966,0.9614179580348838
uav6,32.635,5.0371116677687455,0.9245312069103858
uav22,34.112,3.4316100323038947,0.9502349236618428
uav23,35.535,3.762270181046831,0.9871200835415781
uav35,36.596,3.3160481989842943,0.9872834628406773
uav31,39.26,6.611751957897805,0.8784923870050879
uav10,40.246,2.7612598552417364,0.9720049679839506
uav12,40.542,2.484044143944864,0.9451303087729759
uav26,42.902,5.129430223973651,0.9810322287627204
uav9,44.338,3.7993782368632787,0.9865957901384956
uav37,44.936,3.8278562093192896,0.9657211295297171
uav28,46.779,3.944325294925532,0.73376702130908
uav2,47.301,2.444328007351646,0.9120785344122418
uav36,47.724,4.552573216656894,0.9208358400043605
uav40,48.168,2.560377054259039,0.9132017378116916
uav19,49.089,2.418284359192624,0.8897397226760406
uav25,51.996,2.3151539717806346,0.8227063679905868
