name,time,priority,efficiency
uav11,5.247,4.6931956561354475,0.9192435888783794
uav16,6.346,4.299474911756217,0.8621115520840817
uav32,6.946,0.9389202617200083,0.9186021110745461
uav13,7.622,5.24318815659764,0.9457293660846456
uav8,7.962,3.4390320958358553,0.9351730984217356
uav2,8.113,4.55099841548872,0.9358181020744744
uav5,11.229,5.32904419681728,0.956784383810689
uav28,14.143,4.05606936586399,0.9564595191153845
uav34,16.197,3.4956511333173337,0.918708137304734
uav1,17.669,0.40877199476128334,0.8957681640514645
uav20,18.296,1.1740731444245207,0.9021173772229997
uav26,18.701999999999998,4.8116778218541585,0.9170390175071932
uav39,19.576,2.1960399303240905,0.8106348469025955
uav30,21.171,1.9662649233490153,0.762442938155209
uav19,22.554,2.992705052981256,0.8763659032306759
uav38,23.039,4.667954858136765,0.9754379926664111
uav15,23.492,1.399161758297316,0.7728295914842153
uav22,24.526,2.3948017928447314,0.9332850398509668
uav4,26.022,1.5626714005113176,0.9812061666825941
uav33,27.633,3.384946045292197,0.8974099100202305
uav24,28.843,1.2586373808786995,0.9830576811414932
uav18,29.734,4.315716223202517,0.9421114107148606
uav35,32.775,5.914676390149926,0.9837493158268349
uav41,33.54,3.75681884900731,0.9865449323738829
uav21,35.372,2.738578272204499,0.9848908106051816
uav17,36.519,4.343798368313725,0.8526959835089027
uav37,36.743,0.9959932334345658,0.9799990276376062
uav10,38.136,2.4445517503951715,0.9794825126593352
uav27,40.031,5.235704078016761,0.9885967885434421
uav7,42.778,5.665117927498324,0.955456774095392
uav23,43.707,4.461290677045097,0.9021449766290286
uav36,44.508,5.275378191485959,0.9882752627058609
uav12,45.007,4.354183947794395,0.976557632870164
uav29,45.265,6.0373264121038765,0.9596377054821359
uav25,45.626,3.5692405936174447,0.9624227902583601
uav6,46.02,2.5873996121165423,0.9552480973743548
uav14,46.419,3.911872166315954,0.9394574444968096
uav40,47.023,3.7396608116687617,0.9355804426507482
uav3,47.403,3.547319836871186,0.9280574390411472
uav31,47.8,1.766652783977793,0.8921039926933592
uav9,48.219,4.519276315319802,0.9074795293509318
