name,time,priority,efficiency
uav35,4.4719999999999995,3.715720445577889,0.9179915095865865
uav41,4.709,3.335787442936917,0.9003753687018663
uav13,5.299,3.136794974629341,0.8038391360326581
uav34,5.609,2.6346225270038333,0.9318958352260214
uav37,5.727,2.7233487305413075,0.8897710188142001
uav17,6.252,2.1928205629020687,0.6810494994874117
uav9,7.774,4.94132528951442,0.8692038852113314
uav36,8.595,5.9224801240668725,0.9413699756699815
uav18,10.361,4.372199048792177,0.8073552499589751
uav28,11.459,4.137472687937311,0.9519804975299021
uav7,11.649000000000001,3.8385569479831516,0.938327869214317
uav14,18.759,3.433904071702032,0.9237883030210348
uav8,20.797,3.8259702546914314,0.9552303278529441
uav29,20.929,2.819184193959934,0.9719882846758401
uav39,21.629,2.6543428371721007,0.9695696299084936
uav23,25.044,1.5297922608479086,0.9040909497268041
uav25,26.92,2.0177650514628285,0.9515445755888189
uav30,27.367,4.7294066575904665,0.9834038637272425
uav3,28.415,3.9475546031705626,0.9618071187743429
uav38,29.883,4.798375747162177,0.9728692541844296
uav24,32.186,3.356923713506327,0.905220501598804
uav2,33.327,3.0850584151081417,0.9837970417420143
uav11,34.695,1.259651541080856,0.9870262302862602
uav21,34.978,3.87237922224733,0.8782305750192819
uav1,37.859,2.1570681317603357,0.9260653048287901
uav5,38.326,2.4926918792249295,0.9844747525197687
uav15,39.159,1.9677679158620314,0.9625443981383868
uav22,39.621,2.688873238510457,0.9040412332578593
uav4,40.166,4.727632936600005,0.9889705948714392
uav10,42.771,4.2721620587210465,0.9663196950773116
uav12,43.185,4.8859358391781385,0.9616861975463767
uav16,43.855,3.3864984631594783,0.9901060510698083
uav26,44.161,5.111417830975348,0.9864462469873193
uav32,45.244,2.8871437789106595,0.9649637000404949
uav40,45.452,4.156485294042349,0.9653212619015508
uav6,45.849,4.181745783564378,0.9594304744292939
uav33,47.825,4.37261116738789,0.9166197719103251
uav19,48.211,1.2443634079294439,0.7251487243549868
uav20,50.793,6.041231767762531,0.8254823427605209
