name,time,priority,efficiency
uav27,4.364,4.292813481507017,0.917548143283055
uav1,4.491,4.3540081821351775,0.8984261781482867
uav20,4.777,4.239972614870074,0.9002567098512982
uav28,4.9,2.592414401260278,0.907559690629186
uav26,5.753,5.329934718260703,0.9133256874367528
uav29,8.465,4.7100133035242076,0.9392507237841182
uav8,8.566,5.240325102377518,0.9238223038630676
uav40,10.194,4.3646012886184495,0.9089148389583427
uav35,10.371,4.780805171462545,0.9519893386123539
uav37,16.122,4.126975425875283,0.9523458949790682
uav24,16.33,3.4497847295222046,0.9327255802437118
uav18,22.088,4.613867506459535,0.9698588994305334
uav5,24.776,4.53695640978779,0.9246302643196954
uav12,24.987,3.986019909230973,0.7978145869009344
uav38,27.95,2.9159335034913685,0.9734343166595278
uav34,28.218,5.8667334528206485,0.977620731173784
uav11,29.161,2.7153656219108413,0.985631394617898
uav23,29.408,3.7314855657574033,0.9181665298440721
uav4,29.691,1.9918195020030829,0.858909794088108
uav31,30.13,4.979482379229627,0.9853800086651334
uav9,31.413,2.6692725727580457,0.8728958166867413
uav36,32.707,3.063384931232554,0.9374986350585786
uav21,34.174,2.759642938725456,0.9294908696957134
uav15,34.486,5.0673037262240355,0.9640073815539887
uav19,35.949,4.610241890941175,0.9844549742597601
uav16,36.156,3.350633601150958,0.9764800800465328
uav14,38.817,2.389630945134983,0.9887319227333111
uav30,39.632,5.572932873026937,0.9698278918314992
uav6,39.854,4.325322178025912,0.9226697901130735
uav22,40.365,5.209889581065746,0.9590052671483438
uav2,41.441,6.560830752139143,0.9701428858862684
uav7,42.083,4.371293711621785,0.94202390227325
uav17,42.991,1.7028818175503522,0.9887907584158242
uav39,43.326,4.3832729559822035,0.9896345470096661
uav3,43.617,2.9367485632493127,0.8634070172573926
uav25,44.013,1.843874184031782,0.9645963701735545
uav33,44.413,3.865791646737539,0.9822833703206933
uav32,44.813,4.576521978004541,0.9320479135125659
uav41,46.958,3.369234525774759,0.8799852792282868
uav13,47.182,2.4951762585746975,0.9323126669355463
uav10,47.58,3.054122193486366,0.8646528387821227
