name,time,priority,efficiency
uav20,4.731,5.128707723063654,0.8929994003252444
uav41,5.171,1.1089790221744291,0.8089612518708978
uav26,5.286,3.6499964795275432,0.7942858531289154
uav15,5.9,3.5634080447957053,0.9162411924887237
uav24,9.817,3.6217290316502333,0.8579904268499027
uav12,12.18,5.314056516294329,0.9660717626579075
uav27,12.439,1.8210463242651962,0.736557843389097
uav39,13.208,5.2121451153649865,0.8945629103321886
uav2,14.352,3.4056483932367683,0.9587008991771098
uav22,15.155,2.0865277124494526,0.5844798383989972
uav37,17.0,2.5294580941992657,0.941943213793045
uav16,18.284,3.655447890110939,0.764325033374889
uav31,21.613,2.872232657748371,0.9786562537995029
uav14,22.072,3.897984722937138,0.9498429915148614
uav38,22.411,2.8071266699843243,0.9259848079032189
uav7,23.56,5.279882125012112,0.9758370201028947
uav18,25.727,4.667338673478448,0.7231520890701515
uav19,26.079,2.4639213138614178,0.734113035090608
uav21,27.516,1.8268067136453643,0.8271590538356293
uav29,29.11,4.326126267020999,0.9832857442554033
uav23,29.619,4.780899031914328,0.9308192834372851
uav17,30.289,3.8062314850404264,0.7933866654443162
uav28,33.142,3.3226338184910684,0.9734389934498653
uav9,33.373,3.3032585698220074,0.9654702323959826
uav33,33.703,2.5533379077580465,0.9535972396406696
uav4,34.033,3.3244208358428886,0.9299969918180119
uav6,36.045,4.054683985514761,0.9803665025796128
uav8,36.778,3.3116514113836377,0.987871936960251
uav35,37.508,4.4823550310170095,0.9631594023752182
uav34,37.84,3.6607008126495213,0.9737154827909644
uav1,38.213,4.301327249690166,0.9557689128075403
uav5,38.596,4.817583320398186,0.8275560384860576
uav11,38.985,1.2971854629808361,0.91763401619458
uav30,39.378,2.5532225932868107,0.8170271250247234
uav10,42.689,4.140366967622218,0.9894575884199516
uav13,43.236,3.6076729100884086,0.920686375926666
uav32,43.644,3.482900632587512,0.9339095676726402
uav40,43.9,4.262834208962316,0.9446511592201914
uav25,45.34,3.8927187159216765,0.8913852745741917
uav3,45.677,3.0548207038435584,0.9630761113597922
uav36,48.739,1.813730707916183,0.901332587663402
