name,time,priority,efficiency
uav31,4.697,1.2511518446980556,0.9038432493080732
uav35,4.829,3.1282596547181405,0.9176013076584681
uav3,7.734,5.083253196654766,0.9226360217088126
uav10,8.581,3.631796094663791,0.9487762506593356
uav41,10.465,6.388168761289204,0.859177214989988
uav40,10.596,1.7322034010053955,0.9240870254349178
uav20,16.201,3.757766377243589,0.9647687777606843
uav25,18.744,0.480255081136713,0.9562225504109348
uav39,21.935,2.6223914767448515,0.9356175381559493
uav4,23.723,3.7490076246051838,0.8421276732237509
uav8,27.572,1.8601318135325577,0.9810579792033222
uav30,28.745,2.54516736570452,0.9585916934328812
uav14,28.93,5.154559384658605,0.972397935227688
uav38,29.339,2.895416188872472,0.9632373224393322
uav13,29.499,3.243586640064417,0.9782639418993844
uav5,31.104,4.447440723915269,0.9449800814452378
uav11,31.397,2.5924384235620828,0.9709153373650419
uav34,34.033,3.7099988151734222,0.9770979622327679
uav32,34.468,5.12505966839695,0.9628906970989896
uav1,35.434,1.7962659734687527,0.9855771823191204
uav24,36.993,3.3181960673497546,0.9604833682446761
uav27,37.732,2.6029988230525225,0.9132366350917658
uav22,39.488,5.773009354349901,0.9865264316967116
uav12,39.712,3.947329949614935,0.9383553064544762
uav17,40.045,5.431398388169086,0.9774006353436163
uav2,40.4,3.421030427672051,0.9769118321827405
uav37,41.228,3.7982731799964897,0.9630880429442172
uav26,41.523,3.0415156476286667,0.9166551247292841
uav9,41.88,3.0810379233456158,0.9835919731103417
uav36,42.246,4.209087862765898,0.9665729770450924
uav15,43.266,4.306331553311113,0.8651984597766869
uav18,44.703,3.968866463885711,0.91775824580972
uav33,45.676,3.2466309594701475,0.9579293521617427
uav23,46.133,3.3317749911147274,0.8522031937106207
uav6,46.709,2.500611620151431,0.9382149771037089
uav28,47.066,3.796594036462633,0.9342990042634813
uav16,47.329,2.6280674799966666,0.8901587301560996
uav29,47.705,4.641914548414155,0.9033207094188441
uav19,48.103,4.085334653724164,0.8912854356994241
uav7,48.605,3.971924300642947,0.8950476522988103
uav21,51.342,2.4814578940975576,0.8561963738204985
