name,time,priority,efficiency
uav32,5.442,3.7956899137459756,0.9276577241216335
uav13,5.955,4.550967063689468,0.9087158784534188
uav2,6.045,3.4610518812230393,0.7927680921537138
uav4,6.198,4.761194792243649,0.8787886907225798
uav24,8.182,4.270078008411172,0.7777663884966619
uav11,8.461,4.252519044649739,0.9467115962347689
uav26,9.473,2.3531925476020685,0.9221733831825991
uav22,9.788,4.931086961402128,0.95679880285773
uav3,11.963,3.2127521860082537,0.9632083852441787
uav31,14.422,5.247527743768321,0.8476362088362218
uav21,16.873,4.329919462685606,0.9644937085277151
uav33,17.297,5.606766794145155,0.9721297914524373
uav37,19.457,2.669635435335028,0.9480544144347798
uav29,22.042,2.6823319739240956,0.8632350822610887
uav9,25.547,0.48756842986498006,0.945476354049062
uav12,25.721,2.4042274778646213,0.8852433464003352
uav8,26.001,2.7191784008740796,0.9288617925231418
uav14,26.249,3.348907124150363,0.9292539811105056
uav39,27.982,6.457861173980293,0.964697275797651
uav40,28.795,3.5583480150259583,0.9690990682259584
uav34,30.626,2.2924846126694622,0.9742989675767986
uav41,34.433,2.4698937961028324,0.9358825035148896
uav16,36.469,3.7311817316220828,0.9293266758183897
uav10,36.841,1.1152459244702562,0.9790551002238431
uav15,37.039,5.320117363001481,0.9368104140183516
uav19,37.373,3.3595059905791618,0.9506379337801298
uav20,37.743,2.605368782671057,0.9107481710746008
uav17,38.108,2.869790606631997,0.8723361938535982
uav35,39.109,3.271751305426648,0.9511035843744065
uav36,39.693,3.361399149101292,0.9641944279076503
uav30,41.53,4.534066077849779,0.9726449091207693
uav18,41.863,4.866391143050593,0.8684585729142617
uav27,42.771,2.558022629575447,0.9077622433972108
uav1,43.381,2.4093846039788267,0.9243665584673274
uav28,44.105,2.4289219859354048,0.9623545804649214
uav5,44.375,3.244594764593383,0.9082249643669088
uav23,44.778,0.4199287591791503,0.9812767074316415
uav25,45.18,2.9893507853833015,0.8208031188591682
uav38,45.58,3.710186863117682,0.9642602843303868
uav6,47.08,5.208720824279235,0.8480564582426532
uav7,49.089,2.884825665618654,0.8352992687264144
