name,time,priority,efficiency
uav22,4.476,3.345272738552406,0.8955210800206538
uav30,4.773,2.8835066967151204,0.8532631806073937
uav34,5.112,2.437204882089404,0.9291362809837814
uav12,8.461,3.2756539297426963,0.9241668738677453
uav28,9.891,1.4154577103937065,0.8025267793418498
uav33,10.025,2.79667413335417,0.9538585117680171
uav17,15.016,4.431308280915479,0.9617560674770559
uav40,15.166,0.9497475359210754,0.9626381628746592
uav4,16.845,2.1392021937934187,0.9495493897868269
uav27,20.031,3.434031887921502,0.7419920343140823
uav41,20.957,3.105621432630735,0.978980047640619
uav15,21.592,2.846275951913507,0.9722640259491995
uav5,22.706,1.7975869994883047,0.9673044221331261
uav36,24.441,2.3492030364603194,0.976323665323047
uav29,24.964,2.8995425764857434,0.981001443384951
uav24,28.297,3.5977865786657572,0.8771891802266037
uav26,31.515,2.320916003879152,0.8706522472784289
uav37,33.433,3.656462040409235,0.9831391287605631
uav16,33.847,3.435082602518203,0.9840775808334994
uav25,34.082,2.637165438520891,0.8576879647779736
uav2,35.985,3.5994731144451007,0.9584864805351538
uav19,36.732,3.7873789052858378,0.9619282176618207
uav7,37.485,3.7163485408974326,0.9860664109941295
uav21,38.89,3.3673480734765207,0.9485288853317565
uav38,39.101,3.74320078264324,0.9188631973608437
uav23,39.551,2.3098542602643928,0.8013434204649772
uav14,40.909,3.666177235290348,0.9895495473202739
uav10,41.746,5.216417680605544,0.9756690081013761
uav3,42.06,3.3942253972877854,0.9405336148978465
uav8,42.429,5.633031382718051,0.9740097929472167
uav18,42.811,5.553548861676779,0.9693090443976746
uav20,43.506,4.2333341847637875,0.9891937219178255
uav9,43.87,4.4863060270352975,0.9444066223007492
uav32,44.269,2.141701455595013,0.9784881413115855
uav6,44.669,5.316328228612752,0.9848124006791649
uav13,45.538,4.717876236131599,0.9640815167525687
uav1,45.842,4.75846006027523,0.9591827350704043
uav31,46.239,2.413485940049892,0.9499247079190043
uav39,46.639,4.236606828299128,0.943289949321911
uav11,47.411,4.3792355449112685,0.9008896864840629
uav35,47.627,4.322726074457268,0.9236370178076774
