name,time,priority,efficiency
uav13,4.655,3.822693413340604,0.8994550979592617
uav7,5.283,3.134094776972559,0.89405273704883
uav39,9.251,3.1197193122654676,0.9503526654342387
uav6,9.888,2.3358677595469817,0.946929094246859
uav4,10.883,1.071905259452492,0.9324004930621895
uav17,10.985,3.1417075523231097,0.6466055263718499
uav34,18.759,4.0784314750078945,0.971263597932177
uav22,20.282,3.2292725916948912,0.8627766992522142
uav1,20.468,3.665225525562435,0.9717429956308858
uav37,21.815,4.3770052211904105,0.9741916653208247
uav24,22.626,4.446305630589522,0.9085418032425671
uav15,23.16,4.201755727914648,0.957148526773233
uav20,23.765,3.6523326901028113,0.913595096949475
uav28,25.186,4.701801751131574,0.9639798432772544
uav26,26.126,4.306000550004429,0.9092985020552529
uav29,27.165,3.480488665350169,0.8131409045532908
uav30,30.08,2.7072467576101196,0.9690289109083179
uav35,30.308,3.124837969832381,0.9553728078557684
uav16,30.597,3.412899116092455,0.9441470536288273
uav18,32.548,5.122531234825639,0.9437024392866754
uav36,34.675,3.903048798881356,0.9815562588007571
uav41,35.985,4.092096936575173,0.9671178150549741
uav9,37.836,4.638633025765815,0.9853715922711833
uav3,38.856,2.468572294859089,0.8905454939569641
uav25,39.109,0.8744812616478268,0.9211483828048631
uav19,39.381,0.5541880184532064,0.9652418189421845
uav23,39.834,2.6726430686098412,0.9891245790532468
uav32,42.235,2.4686323632354914,0.9759420509905554
uav27,42.616,3.1422643299834534,0.9725376493375002
uav5,42.985,2.4892107260499854,0.9777209194175722
uav11,43.371,2.6544593719325738,0.9535097922417151
uav40,43.763,3.3251981438694562,0.9722227320735979
uav8,44.15,5.0807511588638,0.9571190438575538
uav10,44.547,2.678528099145092,0.9409739224341294
uav21,45.334,2.0032188840205425,0.9545675779771584
uav14,45.7,3.582023503837275,0.9275699804707819
uav2,46.099,3.770950934446394,0.9539528789613066
uav33,46.497,4.005575966965006,0.9449965146258672
uav12,46.962,3.4014355524566406,0.9296532742658185
uav38,47.733,3.285284334782583,0.9151769982258767
uav31,48.083,4.276266225631348,0.8941399370612657
